Schengen State,Country where consulate is located,Consulate,ATVs applied, ATVs issued (including multiple),ATVs not issued ,Uniform visas applied for,"uniform visas issued including MEVs
",Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,"Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs) ",Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas 
Germany,INDONESIA,JAKARTA,0.0,0.0,0.0,27779.0,27382.0,27323.0,99.8,18.0,379.0,1.3643399690413622,27779.0,27400.0,379.0,1.3643399690413622
Germany,IRAN,TEHERAN,107.0,102.0,5.0,53647.0,42453.0,22587.0,53.2,209.0,10985.0,20.476447890841985,53754.0,42764.0,10990.0,20.444990140268633
Germany,IRAQ,BAGHDAD,1.0,1.0,0.0,4660.0,3685.0,2062.0,56.0,13.0,962.0,20.643776824034337,4661.0,3699.0,962.0,20.63934777944647
Germany,IRAQ,ERBIL,0.0,0.0,0.0,25647.0,11532.0,8479.0,73.5,15.0,14100.0,54.97719031465669,25647.0,11547.0,14100.0,54.97719031465669
Germany,IRELAND,DUBLIN,0.0,0.0,0.0,1089.0,1042.0,729.0,70.0,4.0,43.0,3.948576675849403,1089.0,1046.0,43.0,3.948576675849403
Germany,ISRAEL,TEL AVIV,2.0,2.0,0.0,1261.0,1251.0,982.0,78.5,3.0,7.0,0.5551149881046789,1263.0,1256.0,7.0,0.5542359461599367
Germany,ITALY,ROME,0.0,0.0,0.0,30.0,29.0,29.0,100.0,1.0,0.0,0.0,30.0,30.0,0.0,0.0
Germany,JAMAICA,KINGSTON,33.0,30.0,3.0,1344.0,1201.0,1189.0,99.0,3.0,140.0,10.416666666666668,1377.0,1234.0,143.0,10.384894698620188
Germany,JAPAN,OSAKA,0.0,0.0,0.0,828.0,811.0,507.0,62.5,2.0,15.0,1.8115942028985508,828.0,813.0,15.0,1.8115942028985508
Germany,JAPAN,TOKYO,0.0,0.0,0.0,1816.0,1814.0,1810.0,99.8,2.0,0.0,0.0,1816.0,1816.0,0.0,0.0
Germany,JORDAN,AMMAN,5.0,5.0,0.0,9571.0,8357.0,4324.0,51.7,253.0,961.0,10.040748093198202,9576.0,8615.0,961.0,10.035505430242273
Germany,KAZAKHSTAN,ALMATY,0.0,0.0,0.0,19205.0,17671.0,8682.0,49.1,8.0,1526.0,7.945847435563655,19205.0,17679.0,1526.0,7.945847435563655
Germany,KAZAKHSTAN,ASTANA,0.0,0.0,0.0,21624.0,20909.0,5765.0,27.6,4.0,711.0,3.288013318534961,21624.0,20913.0,711.0,3.288013318534961
Germany,KENYA,NAIROBI,1.0,1.0,0.0,6142.0,5136.0,1457.0,28.4,16.0,990.0,16.11852816672094,6143.0,5153.0,990.0,16.115904281295784
Germany,KOSOVO,PRISTINA,0.0,0.0,0.0,32529.0,40.0,39.0,97.5,25058.0,7431.0,22.844231301300375,32529.0,25098.0,7431.0,22.844231301300375
Germany,KUWAIT,KUWAIT,2.0,2.0,0.0,48508.0,46999.0,46997.0,100.0,30.0,1479.0,3.0489816112806136,48510.0,47031.0,1479.0,3.048855905998763
Germany,KYRGYZSTAN,BISHKEK,0.0,0.0,0.0,11064.0,10295.0,1527.0,14.8,2.0,767.0,6.932393347794649,11064.0,10297.0,767.0,6.932393347794649
Germany,LAOS,VIENTIANE,0.0,0.0,0.0,1861.0,1797.0,954.0,53.1,0.0,64.0,3.4390112842557765,1861.0,1797.0,64.0,3.4390112842557765
Germany,LATVIA,RIGA,0.0,0.0,0.0,3.0,3.0,3.0,100.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
Germany,LEBANON,BEIRUT,15.0,12.0,3.0,10971.0,7370.0,7193.0,97.6,189.0,3412.0,31.10017318384833,10986.0,7571.0,3415.0,31.08501729473876
Germany,LITHUANIA,VILNIUS,0.0,0.0,0.0,30.0,30.0,30.0,100.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0
Germany,MALAYSIA,KUALA LUMPUR,3.0,3.0,0.0,841.0,738.0,728.0,98.6,14.0,89.0,10.582639714625445,844.0,755.0,89.0,10.545023696682465
Germany,MALI,BAMAKO,0.0,0.0,0.0,952.0,602.0,343.0,57.0,2.0,348.0,36.554621848739494,952.0,604.0,348.0,36.554621848739494
Germany,MALTA,VALETTA,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Germany,MAURITANIA,NOUAKCHOTT,0.0,0.0,0.0,1248.0,907.0,807.0,89.0,1.0,340.0,27.24358974358974,1248.0,908.0,340.0,27.24358974358974
Germany,MEXICO,MEXICO CITY,69.0,67.0,2.0,185.0,180.0,167.0,92.8,4.0,1.0,0.5405405405405406,254.0,251.0,3.0,1.1811023622047243
Germany,MOLDOVA,CHISINAU,12.0,12.0,0.0,164.0,152.0,142.0,93.4,0.0,12.0,7.317073170731707,176.0,164.0,12.0,6.8181818181818175
Germany,MONGOLIA,ULAN BATOR,0.0,0.0,0.0,10976.0,9591.0,2760.0,28.8,5.0,1380.0,12.572886297376092,10976.0,9596.0,1380.0,12.572886297376092
Germany,MONTENEGRO,PODGORICA,0.0,0.0,0.0,247.0,218.0,213.0,97.7,24.0,5.0,2.0242914979757085,247.0,242.0,5.0,2.0242914979757085
Germany,MOROCCO,RABAT,0.0,0.0,0.0,18441.0,12771.0,9631.0,75.4,4.0,5666.0,30.725014912423404,18441.0,12775.0,5666.0,30.725014912423404
Germany,MOZAMBIQUE,MAPUTO,0.0,0.0,0.0,1206.0,1057.0,363.0,34.3,51.0,98.0,8.12603648424544,1206.0,1108.0,98.0,8.12603648424544
Germany,MYANMAR,YANGON,3.0,3.0,0.0,3968.0,3816.0,3715.0,97.4,0.0,152.0,3.8306451612903225,3971.0,3819.0,152.0,3.827751196172249
Germany,NAMIBIA,WINDHOEK,0.0,0.0,0.0,4002.0,3950.0,2082.0,52.7,4.0,48.0,1.199400299850075,4002.0,3954.0,48.0,1.199400299850075
Germany,NEPAL,KATHMANDU,0.0,0.0,0.0,5087.0,4026.0,3994.0,99.2,1.0,1060.0,20.8374287399253,5087.0,4027.0,1060.0,20.8374287399253
Germany,NETHERLANDS,AMSTERDAM,0.0,0.0,0.0,11.0,11.0,11.0,100.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0
Germany,NEW ZEALAND,WELLINGTON,0.0,0.0,0.0,545.0,541.0,534.0,98.7,2.0,2.0,0.3669724770642202,545.0,543.0,2.0,0.3669724770642202
Germany,NICARAGUA,MANAGUA,1.0,1.0,0.0,7.0,7.0,7.0,100.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0
Germany,NIGERIA,ABUJA,71.0,62.0,9.0,1358.0,1147.0,598.0,52.1,169.0,42.0,3.0927835051546393,1429.0,1378.0,51.0,3.568929321203639
Germany,NIGERIA,LAGOS,132.0,38.0,94.0,9489.0,4404.0,2191.0,49.8,29.0,5056.0,53.28274844556855,9621.0,4471.0,5150.0,53.52873921629768
Germany,NORTH KOREA,PYONGYANG,0.0,0.0,0.0,65.0,52.0,17.0,32.7,0.0,13.0,20.0,65.0,52.0,13.0,20.0
Germany,NORTH MACEDONIA,SKOPJE,0.0,0.0,0.0,94.0,69.0,69.0,100.0,18.0,7.0,7.446808510638298,94.0,87.0,7.0,7.446808510638298
Germany,OMAN,MUSCAT,0.0,0.0,0.0,10476.0,9991.0,9797.0,98.1,15.0,470.0,4.486445208094693,10476.0,10006.0,470.0,4.486445208094693
Germany,PAKISTAN,ISLAMABAD,0.0,0.0,0.0,9229.0,6784.0,3803.0,56.1,41.0,2404.0,26.048325929136418,9229.0,6825.0,2404.0,26.048325929136418
Germany,PAKISTAN,KARACHI,10.0,7.0,3.0,10467.0,8618.0,8609.0,99.9,35.0,1814.0,17.330658259291106,10477.0,8660.0,1817.0,17.34275078743915
Germany,PALESTINIAN AUTHORITY,RAMALLAH,0.0,0.0,0.0,4685.0,3537.0,3513.0,99.3,555.0,593.0,12.657417289220918,4685.0,4092.0,593.0,12.657417289220918
Germany,PANAMA,PANAMA CITY,3.0,3.0,0.0,69.0,58.0,50.0,86.2,1.0,10.0,14.492753623188406,72.0,62.0,10.0,13.88888888888889
Germany,PARAGUAY,ASUNCION,2.0,2.0,0.0,19.0,15.0,15.0,100.0,4.0,0.0,0.0,21.0,21.0,0.0,0.0
Germany,PERU,LIMA,2.0,2.0,0.0,42.0,40.0,40.0,100.0,1.0,1.0,2.380952380952381,44.0,43.0,1.0,2.272727272727273
Germany,PHILIPPINES,MANILA,0.0,0.0,0.0,18829.0,16883.0,16632.0,98.5,7.0,1939.0,10.297944659833236,18829.0,16890.0,1939.0,10.297944659833236
Germany,POLAND,WARSAW,0.0,0.0,0.0,20.0,20.0,17.0,85.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
Germany,PORTUGAL,LISBON,0.0,0.0,0.0,5.0,5.0,5.0,100.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
Germany,QATAR,DOHA,0.0,0.0,0.0,19027.0,17503.0,15890.0,90.8,274.0,1250.0,6.569611604561938,19027.0,17777.0,1250.0,6.569611604561938
Germany,ROMANIA,BUCHAREST,0.0,0.0,0.0,645.0,622.0,408.0,65.6,0.0,23.0,3.565891472868217,645.0,622.0,23.0,3.565891472868217
Germany,RUSSIAN FEDERATION,KALININGRAD,0.0,0.0,0.0,22862.0,22474.0,19862.0,88.4,0.0,388.0,1.6971393578864493,22862.0,22474.0,388.0,1.6971393578864493
Germany,RUSSIAN FEDERATION,MOSCOW,1.0,1.0,0.0,199626.0,193097.0,192965.0,99.9,95.0,6434.0,3.2230270606033287,199627.0,193193.0,6434.0,3.223010915357141
Germany,RUSSIAN FEDERATION,NOVOSIBIRSK,0.0,0.0,0.0,34612.0,33254.0,13219.0,39.8,2.0,1356.0,3.9177163989367854,34612.0,33256.0,1356.0,3.9177163989367854
Germany,RUSSIAN FEDERATION,ST. PETERSBURG,1.0,0.0,1.0,19167.0,18956.0,15504.0,81.8,35.0,176.0,0.9182449000886941,19168.0,18991.0,177.0,0.9234140233722871
Germany,RUSSIAN FEDERATION,YEKATERINBURG,0.0,0.0,0.0,25987.0,24981.0,12074.0,48.3,2.0,1004.0,3.8634701966367797,25987.0,24983.0,1004.0,3.8634701966367797
Germany,RWANDA,KIGALI,0.0,0.0,0.0,121.0,88.0,87.0,98.9,24.0,9.0,7.43801652892562,121.0,112.0,9.0,7.43801652892562
Germany,SAUDI ARABIA,JEDDAH,0.0,0.0,0.0,16107.0,16046.0,16042.0,100.0,2.0,59.0,0.3663003663003663,16107.0,16048.0,59.0,0.3663003663003663
Germany,SAUDI ARABIA,RIYADH,0.0,0.0,0.0,47372.0,41809.0,38310.0,91.6,196.0,5367.0,11.329477328379634,47372.0,42005.0,5367.0,11.329477328379634
Germany,SENEGAL,DAKAR,0.0,0.0,0.0,2943.0,1863.0,893.0,47.9,4.0,1076.0,36.56133197417601,2943.0,1867.0,1076.0,36.56133197417601
Germany,SERBIA,BELGRADE,2.0,2.0,0.0,1555.0,1452.0,1450.0,99.9,53.0,50.0,3.215434083601286,1557.0,1507.0,50.0,3.211303789338472
Germany,SINGAPORE,SINGAPORE,2.0,2.0,0.0,4591.0,4554.0,4552.0,100.0,6.0,31.0,0.6752341537791331,4593.0,4562.0,31.0,0.6749401262791204
Germany,SLOVENIA,LJUBLJANA,0.0,0.0,0.0,73.0,49.0,49.0,100.0,11.0,13.0,17.80821917808219,73.0,60.0,13.0,17.80821917808219
Germany,SOUTH AFRICA,CAPE TOWN,0.0,0.0,0.0,11660.0,11323.0,11307.0,99.9,9.0,328.0,2.8130360205831906,11660.0,11332.0,328.0,2.8130360205831906
Germany,SOUTH AFRICA,PRETORIA,2.0,2.0,0.0,20507.0,20068.0,20058.0,100.0,7.0,432.0,2.106597747110743,20509.0,20077.0,432.0,2.1063923155687747
Germany,SOUTH KOREA,SEOUL,1.0,1.0,0.0,702.0,614.0,595.0,96.9,5.0,83.0,11.823361823361823,703.0,620.0,83.0,11.806543385490755
Germany,SPAIN,MADRID,3.0,3.0,0.0,35.0,15.0,15.0,100.0,20.0,0.0,0.0,38.0,38.0,0.0,0.0
Germany,SRI LANKA,COLOMBO,0.0,0.0,0.0,7912.0,6478.0,6310.0,97.4,2.0,1432.0,18.099089989888775,7912.0,6480.0,1432.0,18.099089989888775
Germany,SUDAN,KHARTOUM,5.0,5.0,0.0,2085.0,1451.0,645.0,44.5,164.0,470.0,22.54196642685851,2090.0,1620.0,470.0,22.48803827751196
Germany,SWEDEN,STOCKHOLM,1.0,1.0,0.0,3.0,3.0,3.0,100.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
Germany,SWITZERLAND,BERN,0.0,0.0,0.0,9.0,7.0,7.0,100.0,2.0,0.0,0.0,9.0,9.0,0.0,0.0
Germany,TAIWAN,TAIPEI,0.0,0.0,0.0,340.0,317.0,153.0,48.3,0.0,23.0,6.764705882352941,340.0,317.0,23.0,6.764705882352941
Germany,TAJIKISTAN,DUSHANBE,0.0,0.0,0.0,4662.0,3750.0,1059.0,28.2,11.0,901.0,19.326469326469326,4662.0,3761.0,901.0,19.326469326469326
Germany,TANZANIA,DAR ES SALAAM,0.0,0.0,0.0,2856.0,2591.0,2586.0,99.8,3.0,262.0,9.173669467787114,2856.0,2594.0,262.0,9.173669467787114
Germany,THAILAND,BANGKOK,1.0,1.0,0.0,58363.0,56986.0,56855.0,99.8,5.0,1372.0,2.3508044480235766,58364.0,56992.0,1372.0,2.3507641696936465
Germany,TOGO,LOME,0.0,0.0,0.0,1247.0,861.0,240.0,27.9,1.0,385.0,30.87409783480353,1247.0,862.0,385.0,30.87409783480353
Germany,TRINIDAD AND TOBAGO,PORT OF SPAIN,48.0,48.0,0.0,117.0,111.0,102.0,91.9,2.0,4.0,3.418803418803419,165.0,161.0,4.0,2.4242424242424243
Germany,TUNISIA,TUNIS,9.0,3.0,6.0,20606.0,17122.0,12252.0,71.6,63.0,3421.0,16.601960594001746,20615.0,17188.0,3427.0,16.623817608537472
Germany,TURKEY,ANKARA,43.0,39.0,4.0,72277.0,60439.0,57674.0,95.4,29.0,11809.0,16.338530929618,72320.0,60507.0,11813.0,16.334347345132745
Germany,TURKEY,ISTANBUL,72.0,54.0,18.0,125702.0,111821.0,111065.0,99.3,77.0,13804.0,10.981527740210975,125774.0,111952.0,13822.0,10.989552689745098
Germany,TURKEY,IZMIR,22.0,15.0,7.0,39344.0,36494.0,31246.0,85.6,17.0,2833.0,7.200589670597804,39366.0,36526.0,2840.0,7.214347406391303
Germany,TURKMENISTAN,ASHGABAT,0.0,0.0,0.0,4362.0,4226.0,1686.0,39.9,9.0,127.0,2.911508482347547,4362.0,4235.0,127.0,2.911508482347547
Germany,UGANDA,KAMPALA,3.0,3.0,0.0,3927.0,3299.0,632.0,19.2,11.0,617.0,15.711739241151006,3930.0,3313.0,617.0,15.69974554707379
Germany,UKRAINE,KYIV,0.0,0.0,0.0,5435.0,5085.0,3133.0,61.6,43.0,307.0,5.6485740570377185,5435.0,5128.0,307.0,5.6485740570377185
Germany,UNITED ARAB EMIRATES,DUBAI,4.0,3.0,1.0,29867.0,23658.0,23359.0,98.7,840.0,5369.0,17.97636187096126,29871.0,24501.0,5370.0,17.97730240032138
Germany,UNITED KINGDOM,EDINBURGH,0.0,0.0,0.0,2487.0,2458.0,2431.0,98.9,0.0,29.0,1.166063530357861,2487.0,2458.0,29.0,1.166063530357861
Germany,UNITED KINGDOM,LONDON,0.0,0.0,0.0,23743.0,23170.0,22307.0,96.3,381.0,192.0,0.8086593943478079,23743.0,23551.0,192.0,0.8086593943478079
Germany,URUGUAY,MONTEVIDEO,2.0,2.0,0.0,10.0,7.0,7.0,100.0,1.0,2.0,20.0,12.0,10.0,2.0,16.666666666666664
Germany,USA,"ATLANTA, GA",36.0,36.0,0.0,1086.0,1063.0,716.0,67.4,3.0,20.0,1.841620626151013,1122.0,1102.0,20.0,1.7825311942959003
Germany,USA,"BOSTON, MA",33.0,33.0,0.0,1803.0,1784.0,1220.0,68.4,17.0,2.0,0.11092623405435387,1836.0,1834.0,2.0,0.10893246187363835
Germany,USA,"CHICAGO, IL",49.0,49.0,0.0,2876.0,2794.0,1395.0,49.9,10.0,72.0,2.5034770514603615,2925.0,2853.0,72.0,2.4615384615384617
Germany,USA,"HOUSTON, TX",30.0,30.0,0.0,1718.0,1638.0,582.0,35.5,7.0,73.0,4.2491268917345755,1748.0,1675.0,73.0,4.176201372997712
Germany,USA,"LOS ANGELES, CA",0.0,0.0,0.0,1916.0,1880.0,1493.0,79.4,14.0,22.0,1.1482254697286012,1916.0,1894.0,22.0,1.1482254697286012
Germany,USA,"MIAMI, FL",17.0,17.0,0.0,548.0,530.0,226.0,42.6,9.0,9.0,1.6423357664233578,565.0,556.0,9.0,1.592920353982301
Germany,USA,"NEW YORK, NY",14.0,14.0,0.0,3649.0,3558.0,3540.0,99.5,22.0,69.0,1.890929021649767,3663.0,3594.0,69.0,1.8837018837018837
Germany,USA,"SAN FRANCISCO, CA",25.0,25.0,0.0,3352.0,3316.0,3283.0,99.0,8.0,28.0,0.8353221957040573,3377.0,3349.0,28.0,0.829138288421676
Germany,USA,"WASHINGTON, DC",16.0,16.0,0.0,1300.0,1252.0,257.0,20.5,2.0,46.0,3.5384615384615383,1316.0,1270.0,46.0,3.4954407294832825
Germany,UZBEKISTAN,TASHKENT,0.0,0.0,0.0,10302.0,9007.0,2805.0,31.1,26.0,1269.0,12.317996505532907,10302.0,9033.0,1269.0,12.317996505532907
Germany,VENEZUELA,CARACAS,10.0,10.0,0.0,45.0,36.0,35.0,97.2,2.0,7.0,15.555555555555555,55.0,48.0,7.0,12.727272727272727
Germany,VIETNAM,HANOI,0.0,0.0,0.0,10084.0,8517.0,4174.0,49.0,4.0,1563.0,15.499801666005553,10084.0,8521.0,1563.0,15.499801666005553
Germany,VIETNAM,HO CHI MINH,0.0,0.0,0.0,7943.0,7124.0,7114.0,99.9,8.0,811.0,10.210248017121994,7943.0,7132.0,811.0,10.210248017121994
Germany,ZAMBIA,LUSAKA,0.0,0.0,0.0,1013.0,901.0,111.0,12.3,1.0,111.0,10.957551826258637,1013.0,902.0,111.0,10.957551826258637
Germany,ZIMBABWE,HARARE,0.0,0.0,0.0,1194.0,1057.0,1057.0,100.0,8.0,129.0,10.804020100502512,1194.0,1065.0,129.0,10.804020100502512
Greece,ALBANIA,GJIROKASTER,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
Greece,ALBANIA,KORCE,0.0,0.0,0.0,16.0,8.0,15.0,187.5,7.0,1.0,6.25,16.0,15.0,1.0,6.25
Greece,ALBANIA,TIRANA,0.0,0.0,0.0,244.0,201.0,123.0,61.2,3.0,40.0,16.39344262295082,244.0,204.0,40.0,16.39344262295082
Greece,ALGERIA,ALGIERS,0.0,0.0,0.0,2692.0,1018.0,161.0,15.8,0.0,1674.0,62.184249628528974,2692.0,1018.0,1674.0,62.184249628528974
Greece,ARGENTINA,BUENOS AIRES,0.0,0.0,0.0,21.0,18.0,9.0,50.0,1.0,2.0,9.523809523809524,21.0,19.0,2.0,9.523809523809524
Greece,ARMENIA,YEREVAN,0.0,0.0,0.0,13535.0,11978.0,2882.0,24.1,7.0,1550.0,11.451791651274473,13535.0,11985.0,1550.0,11.451791651274473
Greece,AUSTRALIA,ADELAIDE,0.0,0.0,0.0,188.0,187.0,18.0,9.6,0.0,1.0,0.5319148936170213,188.0,187.0,1.0,0.5319148936170213
Greece,AUSTRALIA,CANBERRA,0.0,0.0,0.0,50.0,48.0,39.0,81.3,0.0,2.0,4.0,50.0,48.0,2.0,4.0
Greece,AUSTRALIA,MELBOURNE,0.0,0.0,0.0,858.0,858.0,73.0,8.5,0.0,0.0,0.0,858.0,858.0,0.0,0.0
Greece,AUSTRALIA,PERTH,0.0,0.0,0.0,351.0,351.0,75.0,21.4,0.0,0.0,0.0,351.0,351.0,0.0,0.0
Greece,AUSTRALIA,SYDNEY,0.0,0.0,0.0,527.0,523.0,325.0,62.1,0.0,4.0,0.7590132827324478,527.0,523.0,4.0,0.7590132827324478
Greece,AZERBAIJAN,BAKU,0.0,0.0,0.0,970.0,753.0,184.0,24.4,1.0,216.0,22.268041237113405,970.0,754.0,216.0,22.268041237113405
Greece,BELGIUM,BRUSSELS,0.0,0.0,0.0,3.0,3.0,3.0,100.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
Greece,BOSNIA AND HERZEGOVINA,SARAJEVO,0.0,0.0,0.0,58.0,36.0,9.0,25.0,6.0,16.0,27.586206896551722,58.0,42.0,16.0,27.586206896551722
Greece,BRAZIL,BRASILIA,0.0,0.0,0.0,7.0,7.0,6.0,85.7,0.0,0.0,0.0,7.0,7.0,0.0,0.0
Greece,BRAZIL,SAO PAULO,0.0,0.0,0.0,16.0,13.0,10.0,76.9,0.0,3.0,18.75,16.0,13.0,3.0,18.75
Greece,BULGARIA,SOFIA,0.0,0.0,0.0,1103.0,1045.0,907.0,86.8,26.0,32.0,2.901178603807797,1103.0,1071.0,32.0,2.901178603807797
Greece,CANADA,MONTREAL,0.0,0.0,0.0,240.0,226.0,187.0,82.7,0.0,14.0,5.833333333333333,240.0,226.0,14.0,5.833333333333333
Greece,CANADA,OTTAWA,0.0,0.0,0.0,62.0,62.0,42.0,67.7,0.0,0.0,0.0,62.0,62.0,0.0,0.0
Greece,CANADA,TORONTO,0.0,0.0,0.0,628.0,603.0,263.0,43.6,1.0,24.0,3.821656050955414,628.0,604.0,24.0,3.821656050955414
Greece,CANADA,VANCOUVER,0.0,0.0,0.0,163.0,160.0,30.0,18.8,0.0,3.0,1.8404907975460123,163.0,160.0,3.0,1.8404907975460123
Greece,CHILE,SANTIAGO DE CHILE,0.0,0.0,0.0,20.0,20.0,10.0,50.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
Greece,CHINA,BEIJING,0.0,0.0,0.0,38042.0,34947.0,1564.0,4.5,2.0,3093.0,8.130487356080122,38042.0,34949.0,3093.0,8.130487356080122
Greece,CHINA,GUANGZHOU (CANTON),0.0,0.0,0.0,20095.0,19316.0,2254.0,11.7,1.0,778.0,3.871609853197313,20095.0,19317.0,778.0,3.871609853197313
Greece,CHINA,SHANGHAI,0.0,0.0,0.0,42719.0,41996.0,3935.0,9.4,0.0,723.0,1.6924553477375406,42719.0,41996.0,723.0,1.6924553477375406
Greece,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,0.0,0.0,0.0,750.0,311.0,87.0,28.0,5.0,434.0,57.86666666666667,750.0,316.0,434.0,57.86666666666667
Greece,CROATIA,ZAGREB,0.0,0.0,0.0,16.0,13.0,14.0,107.7,3.0,0.0,0.0,16.0,16.0,0.0,0.0
Greece,CUBA,HAVANA,0.0,0.0,0.0,257.0,242.0,133.0,55.0,0.0,15.0,5.836575875486381,257.0,242.0,15.0,5.836575875486381
Greece,CYPRUS,NICOSIA,0.0,0.0,0.0,1299.0,1078.0,484.0,44.9,19.0,202.0,15.550423402617398,1299.0,1097.0,202.0,15.550423402617398
Greece,EGYPT,ALEXANDRIA,0.0,0.0,0.0,3210.0,2873.0,1633.0,56.8,0.0,337.0,10.498442367601246,3210.0,2873.0,337.0,10.498442367601246
Greece,EGYPT,CAIRO,0.0,0.0,0.0,6606.0,5443.0,1502.0,27.6,106.0,1057.0,16.000605510142297,6606.0,5549.0,1057.0,16.000605510142297
Greece,ETHIOPIA,ADDIS ABEBA,0.0,0.0,0.0,377.0,230.0,50.0,21.7,21.0,126.0,33.42175066312997,377.0,251.0,126.0,33.42175066312997
Greece,FRANCE,PARIS,0.0,0.0,0.0,12.0,7.0,3.0,42.9,5.0,0.0,0.0,12.0,12.0,0.0,0.0
Greece,GEORGIA,TBILISSI,0.0,0.0,0.0,69.0,41.0,17.0,41.5,3.0,25.0,36.231884057971016,69.0,44.0,25.0,36.231884057971016
Greece,GERMANY,STUTTGART,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
Greece,HONG KONG S.A.R.,HONG KONG,0.0,0.0,0.0,617.0,615.0,606.0,98.5,1.0,1.0,0.1620745542949757,617.0,616.0,1.0,0.1620745542949757
Greece,INDIA,NEW DELHI,0.0,0.0,0.0,45341.0,40112.0,40107.0,100.0,12.0,5217.0,11.506142343574249,45341.0,40124.0,5217.0,11.506142343574249
Greece,INDONESIA,JAKARTA,0.0,0.0,0.0,4234.0,4211.0,2761.0,65.6,0.0,23.0,0.543221539914974,4234.0,4211.0,23.0,0.543221539914974
Greece,IRAN,TEHERAN,0.0,0.0,0.0,8113.0,4032.0,501.0,12.4,1.0,4080.0,50.28965857266115,8113.0,4033.0,4080.0,50.28965857266115
Greece,IRAQ,BAGHDAD,0.0,0.0,0.0,1455.0,923.0,286.0,31.0,69.0,463.0,31.821305841924396,1455.0,992.0,463.0,31.821305841924396
Greece,IRELAND,DUBLIN,0.0,0.0,0.0,435.0,432.0,55.0,12.7,1.0,2.0,0.45977011494252873,435.0,433.0,2.0,0.45977011494252873
Greece,ISRAEL,JERUSALEM,0.0,0.0,0.0,1968.0,1752.0,555.0,31.7,7.0,209.0,10.619918699186993,1968.0,1759.0,209.0,10.619918699186993
Greece,ISRAEL,TEL AVIV,0.0,0.0,0.0,426.0,422.0,30.0,7.1,1.0,3.0,0.7042253521126761,426.0,423.0,3.0,0.7042253521126761
Greece,ITALY,ROME,0.0,0.0,0.0,50.0,44.0,13.0,29.5,0.0,6.0,12.0,50.0,44.0,6.0,12.0
Greece,JAPAN,TOKYO,0.0,0.0,0.0,408.0,398.0,171.0,43.0,0.0,10.0,2.450980392156863,408.0,398.0,10.0,2.450980392156863
Greece,JORDAN,AMMAN,0.0,0.0,0.0,4631.0,3434.0,1734.0,50.5,13.0,1184.0,25.56683221766357,4631.0,3447.0,1184.0,25.56683221766357
Greece,KAZAKHSTAN,ASTANA,0.0,0.0,0.0,6373.0,6242.0,1577.0,25.3,12.0,119.0,1.867252471363565,6373.0,6254.0,119.0,1.867252471363565
Greece,KENYA,NAIROBI,0.0,0.0,0.0,1933.0,1615.0,509.0,31.5,0.0,318.0,16.45111226073461,1933.0,1615.0,318.0,16.45111226073461
Greece,KOSOVO,PRISTINA,0.0,0.0,0.0,6922.0,314.0,4649.0,1480.6,6039.0,569.0,8.220167581623809,6922.0,6353.0,569.0,8.220167581623809
Greece,KUWAIT,KUWAIT,0.0,0.0,0.0,4151.0,2646.0,2425.0,91.6,5.0,1500.0,36.13587087448808,4151.0,2651.0,1500.0,36.13587087448808
Greece,LEBANON,BEIRUT,1.0,0.0,1.0,17862.0,16349.0,15308.0,93.6,114.0,1399.0,7.832269622662635,17863.0,16463.0,1400.0,7.837429323181996
Greece,MEXICO,MEXICO CITY,0.0,0.0,0.0,18.0,17.0,9.0,52.9,0.0,1.0,5.555555555555555,18.0,17.0,1.0,5.555555555555555
Greece,MONTENEGRO,PODGORICA,0.0,0.0,0.0,89.0,86.0,76.0,88.4,0.0,3.0,3.3707865168539324,89.0,86.0,3.0,3.3707865168539324
Greece,MOROCCO,CASABLANCA,0.0,0.0,0.0,159.0,124.0,23.0,18.5,0.0,35.0,22.0125786163522,159.0,124.0,35.0,22.0125786163522
Greece,MOROCCO,RABAT,0.0,0.0,0.0,451.0,347.0,69.0,19.9,3.0,101.0,22.394678492239468,451.0,350.0,101.0,22.394678492239468
Greece,NIGERIA,ABUJA,0.0,0.0,0.0,524.0,235.0,92.0,39.1,0.0,289.0,55.152671755725194,524.0,235.0,289.0,55.152671755725194
