sch_state,consulate_country,consulate_city,applications,uniform_visas_issued,mevs_issued,mevs_share,rejected,rejection_rate,decisions
Greece,VENEZUELA,CARACAS,4.0,3.0,1,33.30%,1.0,0.25,4.0
Greece,VIETNAM,HANOI,2049.0,1927.0,1336,69.30%,122.0,0.05954123962908736,2049.0
Greece,ZIMBABWE,HARARE,397.0,346.0,167,48.30%,51.0,0.12846347607052896,397.0
Hungary,ALBANIA,TIRANA,108.0,107.0,87,81.30%,1.0,0.009259259259259259,108.0
Hungary,ALGERIA,ALGIERS,2713.0,971.0,223,23.00%,1742.0,0.6420936232952451,2713.0
Hungary,ANGOLA,LUANDA,73.0,37.0,9,24.30%,36.0,0.4931506849315068,73.0
Hungary,AUSTRIA,VIENNA,4.0,4.0,0,0,0.0,0.0,4.0
Hungary,AZERBAIJAN,BAKU,2794.0,2533.0,455,18.00%,261.0,0.09341445955619183,2794.0
Hungary,BELARUS,MINSK,7531.0,7502.0,4996,66.60%,29.0,0.003850750232372859,7531.0
Hungary,BOSNIA AND HERZEGOVINA,SARAJEVO,79.0,73.0,45,61.60%,6.0,0.0759493670886076,79.0
Hungary,BULGARIA,SOFIA,475.0,458.0,301,65.70%,17.0,0.035789473684210524,475.0
Hungary,CANADA,OTTAWA,186.0,177.0,60,33.90%,9.0,0.04838709677419355,186.0
Hungary,CHINA,BEIJING,16930.0,16203.0,4059,25.10%,727.0,0.0429415239220319,16930.0
Hungary,CHINA,CHONGQING,4618.0,4552.0,691,15.20%,66.0,0.01429190125595496,4618.0
Hungary,CHINA,SHANGHAI,8951.0,8299.0,2996,36.10%,652.0,0.07284102334934645,8951.0
Hungary,CROATIA,ZAGREB,49.0,43.0,29,67.40%,6.0,0.12244897959183673,49.0
Hungary,CUBA,HAVANA,203.0,160.0,43,26.90%,43.0,0.21182266009852216,203.0
Hungary,ECUADOR,QUITO,183.0,176.0,83,47.20%,7.0,0.03825136612021858,183.0
Hungary,EGYPT,CAIRO,2860.0,2136.0,569,26.60%,724.0,0.25314685314685315,2860.0
Hungary,ETHIOPIA,ADDIS ABEBA,59.0,45.0,7,15.60%,14.0,0.23728813559322035,59.0
Hungary,GHANA,ACCRA,1192.0,474.0,149,31.40%,718.0,0.6023489932885906,1192.0
Hungary,INDIA,MUMBAI,11907.0,11261.0,11064,98.30%,646.0,0.05425380028554632,11907.0
Hungary,INDIA,NEW DELHI,9795.0,8446.0,2536,30.00%,1349.0,0.1377233282286881,9795.0
Hungary,INDONESIA,JAKARTA,5389.0,5357.0,3241,60.50%,32.0,0.005938021896455743,5389.0
Hungary,IRAN,TEHERAN,5017.0,4505.0,1136,25.20%,512.0,0.10205301973290812,5017.0
Hungary,IRAQ,ERBIL,1066.0,601.0,162,27.00%,465.0,0.43621013133208253,1066.0
Hungary,IRELAND,DUBLIN,231.0,218.0,96,44.00%,13.0,0.05627705627705628,231.0
Hungary,ISRAEL,TEL AVIV,542.0,480.0,84,17.50%,62.0,0.11439114391143912,542.0
Hungary,JAPAN,TOKYO,142.0,141.0,42,29.80%,1.0,0.007042253521126761,142.0
Hungary,JORDAN,AMMAN,1574.0,1370.0,762,55.60%,204.0,0.12960609911054638,1574.0
Hungary,KAZAKHSTAN,ALMATY,11989.0,11252.0,2930,26.00%,737.0,0.06147301693218784,11989.0
Hungary,KENYA,NAIROBI,280.0,254.0,49,19.30%,26.0,0.09285714285714286,280.0
Hungary,KOSOVO,PRISTINA,4013.0,2815.0,1301,46.20%,1198.0,0.29852977822078247,4013.0
Hungary,KUWAIT,KUWAIT,819.0,760.0,559,73.60%,59.0,0.07203907203907203,819.0
Hungary,LEBANON,BEIRUT,998.0,829.0,191,23.00%,169.0,0.16933867735470942,998.0
Hungary,LIBYA,TRIPOLI,78.0,30.0,24,80.00%,48.0,0.6153846153846154,78.0
Hungary,MALAYSIA,KUALA LUMPUR,165.0,85.0,45,52.90%,80.0,0.48484848484848486,165.0
Hungary,MEXICO,MEXICO CITY,6.0,5.0,2,40.00%,1.0,0.16666666666666666,6.0
Hungary,MOLDOVA,CHISINAU,461.0,432.0,352,81.50%,29.0,0.06290672451193059,461.0
Hungary,MONGOLIA,ULAN BATOR,805.0,624.0,143,22.90%,181.0,0.2248447204968944,805.0
Hungary,MOROCCO,RABAT,511.0,317.0,100,31.50%,194.0,0.3796477495107632,511.0
Hungary,NIGERIA,ABUJA,1046.0,499.0,121,24.20%,547.0,0.5229445506692161,1046.0
Hungary,NORTH MACEDONIA,SKOPJE,40.0,39.0,19,48.70%,1.0,0.025,40.0
Hungary,PAKISTAN,ISLAMABAD,2127.0,1114.0,273,24.50%,1013.0,0.4762576398683592,2127.0
Hungary,PERU,LIMA,4.0,4.0,2,50.00%,0.0,0.0,4.0
Hungary,PHILIPPINES,MANILA,625.0,590.0,336,56.90%,35.0,0.056,625.0
Hungary,PORTUGAL,LISBON,2.0,1.0,0,0,1.0,0.5,2.0
Hungary,QATAR,DOHA,1980.0,1736.0,1349,77.70%,244.0,0.12323232323232323,1980.0
Hungary,ROMANIA,BUCHAREST,350.0,312.0,122,39.10%,38.0,0.10857142857142857,350.0
Hungary,RUSSIAN FEDERATION,KAZAN,4102.0,4091.0,2271,55.50%,11.0,0.002681618722574354,4102.0
Hungary,RUSSIAN FEDERATION,MOSCOW,47868.0,47113.0,23534,50.00%,755.0,0.015772541154842484,47868.0
Hungary,RUSSIAN FEDERATION,ST. PETERSBURG,2469.0,2464.0,1605,65.10%,5.0,0.002025111381125962,2469.0
Hungary,RUSSIAN FEDERATION,YEKATERINBURG,9650.0,9603.0,4361,45.40%,47.0,0.0048704663212435235,9650.0
Hungary,SAUDI ARABIA,RIYADH,1818.0,1540.0,1327,86.20%,278.0,0.15291529152915292,1818.0
Hungary,SERBIA,BELGRADE,1298.0,1269.0,1079,85.00%,29.0,0.02234206471494607,1298.0
Hungary,SERBIA,SUBOTICA,20.0,20.0,8,40.00%,0.0,0.0,20.0
Hungary,SINGAPORE,SINGAPORE,883.0,874.0,247,28.30%,9.0,0.010192525481313703,883.0
Hungary,SLOVAKIA,BRATISLAVA,1.0,0.0,0,0,1.0,1.0,1.0
Hungary,SOUTH AFRICA,PRETORIA,1727.0,1679.0,1131,67.40%,48.0,0.027793862188766647,1727.0
Hungary,SOUTH KOREA,SEOUL,73.0,68.0,11,16.20%,5.0,0.0684931506849315,73.0
Hungary,TAIWAN,TAIPEI,26.0,25.0,11,44.00%,1.0,0.038461538461538464,26.0
Hungary,THAILAND,BANGKOK,2069.0,2011.0,395,19.60%,58.0,0.02803286611889802,2069.0
Hungary,TUNISIA,TUNIS,382.0,286.0,62,21.70%,96.0,0.2513089005235602,382.0
Hungary,TURKEY,ANKARA,7125.0,6795.0,5200,76.50%,330.0,0.04631578947368421,7125.0
Hungary,TURKEY,ISTANBUL,20184.0,18845.0,16865,89.50%,1339.0,0.06633967499009116,20184.0
Hungary,UKRAINE,BEREHOVE,2445.0,2290.0,2004,87.50%,155.0,0.06339468302658487,2445.0
Hungary,UKRAINE,KYIV,1283.0,1236.0,674,54.50%,47.0,0.036632891660171474,1283.0
Hungary,UKRAINE,UZHHOROD,4086.0,4046.0,3830,94.70%,40.0,0.00978952520802741,4086.0
Hungary,UNITED ARAB EMIRATES,ABU DHABI,4004.0,3204.0,1722,53.70%,800.0,0.1998001998001998,4004.0
Hungary,UNITED KINGDOM,LONDON,1192.0,1126.0,604,53.60%,66.0,0.05536912751677853,1192.0
Hungary,USA,"CHICAGO, IL",242.0,239.0,231,96.70%,3.0,0.012396694214876033,242.0
Hungary,USA,"LOS ANGELES, CA",238.0,235.0,42,17.90%,3.0,0.012605042016806723,238.0
Hungary,USA,"NEW YORK, NY",420.0,413.0,95,23.00%,7.0,0.016666666666666666,420.0
Hungary,USA,"WASHINGTON, DC",240.0,237.0,171,72.20%,3.0,0.0125,240.0
Hungary,UZBEKISTAN,TASHKENT,1349.0,951.0,117,12.30%,398.0,0.2950333580429948,1349.0
Hungary,VIETNAM,HANOI,810.0,735.0,81,11.00%,75.0,0.09259259259259259,810.0
Hungary,VIETNAM,HO CHI MINH,1615.0,1405.0,126,9.00%,210.0,0.13003095975232198,1615.0
Iceland,CHINA,BEIJING,7343.0,6869.0,1604,23.40%,151.0,0.02150997150997151,7020.0
Iceland,RUSSIAN FEDERATION,MOSCOW,1991.0,1987.0,1006,50.60%,5.0,0.0025100401606425703,1992.0
Italy,AFGHANISTAN,KABUL,93.0,89.0,49,55.10%,4.0,0.043010752688172046,93.0
Italy,ALBANIA,TIRANA,446.0,424.0,321,75.70%,22.0,0.04932735426008968,446.0
Italy,ALBANIA,VLORE,90.0,89.0,86,96.60%,1.0,0.011111111111111112,90.0
Italy,ALGERIA,ALGIERS,23143.0,13958.0,8600,61.60%,9185.0,0.3968802661711965,23143.0
Italy,ANGOLA,LUANDA,1173.0,1036.0,238,23.00%,137.0,0.11679454390451834,1173.0
Italy,ARGENTINA,BUENOS AIRES,100.0,99.0,33,33.30%,1.0,0.01,100.0
Italy,ARMENIA,YEREVAN,8730.0,7582.0,2545,33.60%,1148.0,0.13150057273768614,8730.0
Italy,AUSTRALIA,ADELAIDE,176.0,165.0,11,6.70%,11.0,0.0625,176.0
Italy,AUSTRALIA,BRISBANE,449.0,443.0,46,10.40%,6.0,0.013363028953229399,449.0
Italy,AUSTRALIA,CANBERRA,182.0,178.0,62,34.80%,4.0,0.02197802197802198,182.0
Italy,AUSTRALIA,MELBOURNE,1666.0,1661.0,78,4.70%,5.0,0.003001200480192077,1666.0
Italy,AUSTRALIA,PERTH,415.0,405.0,118,29.10%,10.0,0.024096385542168676,415.0
Italy,AUSTRALIA,SYDNEY,1393.0,1390.0,287,20.60%,3.0,0.0021536252692031586,1393.0
Italy,AUSTRIA,VIENNA,14.0,14.0,12,85.70%,0.0,0.0,14.0
Italy,AZERBAIJAN,BAKU,9981.0,8796.0,4162,47.30%,1185.0,0.11872557859933874,9981.0
Italy,BAHRAIN,MANAMA,5971.0,5592.0,5414,96.80%,379.0,0.06347345503265785,5971.0
Italy,BANGLADESH,DHAKA,6898.0,3774.0,2703,71.60%,3124.0,0.45288489417222383,6898.0
Italy,BELARUS,MINSK,23970.0,23835.0,14892,62.50%,135.0,0.005632040050062578,23970.0
Italy,BELGIUM,BRUSSELS,2.0,2.0,1,50.00%,0.0,0.0,2.0
Italy,BOLIVIA,LA PAZ,1866.0,1310.0,252,19.20%,556.0,0.2979635584137192,1866.0
Italy,BOSNIA AND HERZEGOVINA,SARAJEVO,234.0,219.0,219,100.00%,15.0,0.0641025641025641,234.0
Italy,BRAZIL,BELO HORIZONTE,11.0,11.0,5,45.50%,0.0,0.0,11.0
Italy,BRAZIL,BRASILIA,17.0,14.0,4,28.60%,3.0,0.17647058823529413,17.0
Italy,BRAZIL,CURITIBA,31.0,31.0,31,100.00%,0.0,0.0,31.0
Italy,BRAZIL,PORTO ALEGRE,2.0,2.0,2,100.00%,0.0,0.0,2.0
Italy,BRAZIL,RECIFE,26.0,24.0,24,100.00%,2.0,0.07692307692307693,26.0
Italy,BRAZIL,RIO DE JANEIRO,73.0,53.0,20,37.70%,20.0,0.273972602739726,73.0
Italy,BRAZIL,SAO PAULO,262.0,190.0,109,57.40%,72.0,0.2748091603053435,262.0
Italy,BULGARIA,SOFIA,416.0,410.0,154,37.60%,6.0,0.014423076923076924,416.0
Italy,CAMEROON,YAONDE,3656.0,2137.0,522,24.40%,1519.0,0.41548140043763676,3656.0
Italy,CANADA,MONTREAL,851.0,803.0,797,99.30%,48.0,0.0564042303172738,851.0
Italy,CANADA,OTTAWA,223.0,219.0,219,100.00%,4.0,0.017937219730941704,223.0
Italy,CANADA,TORONTO,1818.0,1801.0,1780,98.80%,17.0,0.00935093509350935,1818.0
Italy,CANADA,VANCOUVER,1018.0,1011.0,252,24.90%,7.0,0.0068762278978389,1018.0
Italy,CHILE,SANTIAGO DE CHILE,214.0,209.0,197,94.30%,5.0,0.02336448598130841,214.0
Italy,CHINA,BEIJING,203061.0,198433.0,77993,39.30%,4628.0,0.02279118097517495,203061.0
Italy,CHINA,CHONGQING,50912.0,50236.0,15800,31.50%,676.0,0.013277812696417347,50912.0
Italy,CHINA,GUANGZHOU (CANTON),87028.0,83799.0,82386,98.30%,3229.0,0.03710300133290435,87028.0
Italy,CHINA,SHANGHAI,134710.0,129361.0,67685,52.30%,5349.0,0.039707519857471604,134710.0
Italy,COLOMBIA,BOGOTA,59.0,57.0,54,94.70%,2.0,0.03389830508474576,59.0
Italy,CONGO (BRAZZAVILLE),BRAZZAVILLE,1984.0,893.0,165,18.50%,1091.0,0.5498991935483871,1984.0
Italy,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,942.0,807.0,603,74.70%,135.0,0.14331210191082802,942.0
Italy,COSTA RICA,SAN JOSE,15.0,15.0,12,80.00%,0.0,0.0,15.0
Italy,COTE D'IVOIRE,ABIDJAN ,2607.0,1503.0,764,50.80%,1104.0,0.4234752589182969,2607.0
Italy,CROATIA,ZAGREB,567.0,563.0,499,88.60%,4.0,0.007054673721340388,567.0
Italy,CUBA,HAVANA,13269.0,12128.0,6341,52.30%,1141.0,0.08598990127364534,13269.0
Italy,CYPRUS,NICOSIA,1011.0,958.0,338,35.30%,53.0,0.05242334322453017,1011.0
Italy,CZECH REPUBLIC,PRAGUE,2.0,2.0,2,100.00%,0.0,0.0,2.0
Italy,DENMARK,COPENHAGEN,3.0,3.0,1,33.30%,0.0,0.0,3.0
Italy,ECUADOR,QUITO,5894.0,4534.0,4532,100.00%,1360.0,0.2307431286053614,5894.0
Italy,EGYPT,CAIRO,20098.0,15145.0,10686,70.60%,4953.0,0.24644243208279432,20098.0
Italy,EL SALVADOR,SAN SALVADOR,1.0,1.0,1,100.00%,0.0,0.0,1.0
Italy,ERITREA,ASMARA,2149.0,1275.0,701,55.00%,874.0,0.4067007910656119,2149.0
Italy,ETHIOPIA,ADDIS ABEBA,3456.0,3188.0,948,29.70%,268.0,0.0775462962962963,3456.0
Italy,FINLAND,HELSINKI,11.0,10.0,6,60.00%,1.0,0.09090909090909091,11.0
Italy,FRANCE,PARIS,40.0,39.0,26,66.70%,1.0,0.025,40.0
Italy,GABON,LIBREVILLE,1263.0,798.0,232,29.10%,465.0,0.3681710213776722,1263.0
Italy,GEORGIA,TBILISSI,400.0,366.0,240,65.60%,34.0,0.085,400.0
Italy,GERMANY,FRANKFURT/MAIN,23.0,23.0,22,95.70%,0.0,0.0,23.0
Italy,GHANA,ACCRA,5803.0,3542.0,1548,43.70%,2261.0,0.3896260554885404,5803.0
Italy,GREECE,ATHENS,26.0,24.0,24,100.00%,2.0,0.07692307692307693,26.0
Italy,GUATEMALA,GUATEMALA CITY,11.0,11.0,10,90.90%,0.0,0.0,11.0
Italy,HONG KONG S.A.R.,HONG KONG,1794.0,1786.0,313,17.50%,8.0,0.004459308807134894,1794.0
Italy,HUNGARY,BUDAPEST,1.0,1.0,1,100.00%,0.0,0.0,1.0
Italy,INDIA,KOLKATA,8938.0,7927.0,7913,99.80%,1011.0,0.11311255314388007,8938.0
Italy,INDIA,MUMBAI,57662.0,53673.0,51422,95.80%,3989.0,0.06917900870590683,57662.0
Italy,INDIA,NEW DELHI,38919.0,31094.0,28466,91.50%,7825.0,0.2010586089056759,38919.0
Italy,INDONESIA,JAKARTA,24413.0,24171.0,21108,87.30%,242.0,0.009912751402941056,24413.0
Italy,IRAN,TEHERAN,32667.0,23719.0,6976,29.40%,8948.0,0.2739155722900787,32667.0
Italy,IRAQ,BAGHDAD,4551.0,2998.0,1095,36.50%,1553.0,0.3412436827070973,4551.0
Italy,IRAQ,ERBIL,1959.0,964.0,358,37.10%,995.0,0.5079122001020929,1959.0
Italy,IRELAND,DUBLIN,1245.0,1200.0,721,60.10%,45.0,0.03614457831325301,1245.0
Italy,ISRAEL,JERUSALEM,2962.0,2853.0,456,16.00%,109.0,0.036799459824442944,2962.0
Italy,ISRAEL,TEL AVIV,695.0,663.0,279,42.10%,32.0,0.0460431654676259,695.0
Italy,JAPAN,OSAKA,576.0,576.0,576,100.00%,0.0,0.0,576.0
Italy,JAPAN,TOKYO,1971.0,1967.0,1967,100.00%,4.0,0.0020294266869609334,1971.0
Italy,JORDAN,AMMAN,6977.0,5624.0,5360,95.30%,1353.0,0.1939228894940519,6977.0
Italy,KAZAKHSTAN,ASTANA,20009.0,18824.0,3369,17.90%,1185.0,0.05922334949272827,20009.0
Italy,KENYA,NAIROBI,4181.0,3753.0,1772,47.20%,428.0,0.10236785458024396,4181.0
Italy,KOSOVO,PRISTINA,5657.0,4366.0,4086,93.60%,1291.0,0.2282128336574156,5657.0
Italy,KUWAIT,KUWAIT,10378.0,9933.0,8911,89.70%,445.0,0.04287916746964733,10378.0
Italy,LEBANON,BEIRUT,22287.0,20297.0,15059,74.20%,1990.0,0.08928972046484497,22287.0
Italy,LIBYA,TRIPOLI,9400.0,7019.0,5826,83.00%,2381.0,0.25329787234042556,9400.0
Italy,LITHUANIA,VILNIUS,1.0,1.0,1,100.00%,0.0,0.0,1.0
Italy,MALAYSIA,KUALA LUMPUR,578.0,533.0,259,48.60%,45.0,0.07785467128027682,578.0
Italy,MALTA,VALETTA,6.0,6.0,2,33.30%,0.0,0.0,6.0
Italy,MEXICO,MEXICO CITY,207.0,206.0,203,98.50%,1.0,0.004830917874396135,207.0
Italy,MOLDOVA,CHISINAU,264.0,238.0,195,81.90%,26.0,0.09848484848484848,264.0
Italy,MONGOLIA,ULAN BATOR,925.0,809.0,137,16.90%,116.0,0.1254054054054054,925.0
Italy,MONTENEGRO,PODGORICA,216.0,211.0,202,95.70%,5.0,0.023148148148148147,216.0
Italy,MOROCCO,CASABLANCA,17195.0,13287.0,10633,80.00%,3908.0,0.22727537074731027,17195.0
Italy,MOROCCO,RABAT,4041.0,3361.0,2017,60.00%,680.0,0.16827517941103687,4041.0
Italy,MOZAMBIQUE,MAPUTO,1014.0,956.0,68,7.10%,58.0,0.05719921104536489,1014.0
Italy,MYANMAR,YANGON,2274.0,2187.0,366,16.70%,87.0,0.03825857519788918,2274.0
Italy,NETHERLANDS,THE HAGUE,3.0,3.0,2,66.70%,0.0,0.0,3.0
Italy,NEW ZEALAND,WELLINGTON,517.0,517.0,121,23.40%,0.0,0.0,517.0
Italy,NICARAGUA,MANAGUA,2.0,2.0,2,100.00%,0.0,0.0,2.0
Italy,NIGERIA,ABUJA,750.0,742.0,589,79.40%,8.0,0.010666666666666666,750.0
Italy,NIGERIA,LAGOS,12423.0,6665.0,4058,60.90%,5758.0,0.46349513000080494,12423.0
Italy,NORTH MACEDONIA,SKOPJE,241.0,241.0,173,71.80%,0.0,0.0,241.0
Italy,OMAN,MUSCAT,2643.0,2530.0,2301,90.90%,113.0,0.04275444570563754,2643.0
Italy,PAKISTAN,ISLAMABAD,6176.0,3635.0,1213,33.40%,2541.0,0.4114313471502591,6176.0
Italy,PAKISTAN,KARACHI,9004.0,7100.0,965,13.60%,1904.0,0.21146157263438473,9004.0
Italy,PANAMA,PANAMA CITY,5700.0,4175.0,1835,44.00%,1525.0,0.2675438596491228,5700.0
Italy,PARAGUAY,ASUNCION,26.0,26.0,16,61.50%,0.0,0.0,26.0
Italy,PERU,LIMA,64.0,61.0,61,100.00%,3.0,0.046875,64.0
Italy,PHILIPPINES,MANILA,23478.0,20925.0,16081,76.90%,2553.0,0.10874009711219014,23478.0
Italy,POLAND,WARSAW,4.0,4.0,2,50.00%,0.0,0.0,4.0
Italy,PORTUGAL,LISBON,1.0,1.0,1,100.00%,0.0,0.0,1.0
Italy,QATAR,DOHA,6175.0,5705.0,4187,73.40%,470.0,0.07611336032388664,6175.0
Italy,ROMANIA,BUCHAREST,413.0,350.0,126,36.00%,63.0,0.15254237288135594,413.0
Italy,RUSSIAN FEDERATION,MOSCOW,463194.0,454474.0,444270,97.80%,8720.0,0.01882580517018787,463194.0
Italy,RUSSIAN FEDERATION,ST. PETERSBURG,36062.0,35702.0,34340,96.20%,360.0,0.009982807387277467,36062.0
Italy,SAN MARINO,SAN MARINO,437.0,435.0,425,97.70%,2.0,0.004576659038901602,437.0
Italy,SAUDI ARABIA,JEDDAH,12213.0,11291.0,11011,97.50%,922.0,0.07549332678293622,12213.0
Italy,SAUDI ARABIA,RIYADH,,,"18,641",89.20%,,,
Italy,SENEGAL,DAKAR,,,"1,912",54.90%,,,
Italy,SERBIA,BELGRADE,418.0,409.0,353,86.30%,9.0,0.0215311004784689,418.0
Italy,SINGAPORE,SINGAPORE,,,"2,919",84.30%,95.0,,
Italy,SOUTH AFRICA,CAPE TOWN,,,"12,634",99.40%,528.0,,
Italy,SOUTH AFRICA,JOHANNESBURG,,,"28,693",99.80%,703.0,,
Italy,SOUTH AFRICA,PRETORIA,,,"1,561",99.20%,37.0,,
Italy,SOUTH KOREA,SEOUL,533.0,528.0,35,6.60%,5.0,0.009380863039399626,533.0
Italy,SPAIN,MADRID,22.0,20.0,14,70.00%,2.0,0.09090909090909091,22.0
Italy,SRI LANKA,COLOMBO,,,"1,133",25.30%,,,
Italy,SUDAN,KHARTOUM,,,234,22.60%,133.0,,
Italy,SWEDEN,STOCKHOLM,26.0,25.0,25,100.00%,1.0,0.038461538461538464,26.0
Italy,SWITZERLAND,GENEVA,4.0,4.0,3,75.00%,0.0,0.0,4.0
Italy,SWITZERLAND,LUGANO,3.0,3.0,3,100.00%,0.0,0.0,3.0
Italy,TAIWAN,TAIPEI,200.0,197.0,186,94.40%,3.0,0.015,200.0
Italy,TANZANIA,DAR ES SALAAM,,,196,13.80%,481.0,,
Italy,THAILAND,BANGKOK,,,"8,124",22.20%,816.0,,
Italy,TUNISIA,TUNIS,,,"6,784",68.70%,,,
Italy,TURKEY,ANKARA,,,"10,195",98.50%,,,
Italy,TURKEY,ISTANBUL,,,"64,779",80.50%,,,
Italy,TURKEY,IZMIR,,,"9,841",60.00%,692.0,,
Italy,TURKMENISTAN,ASHGABAT,,,568,52.40%,6.0,,
Italy,UGANDA,KAMPALA,,,"1,491",73.40%,510.0,,
Italy,UKRAINE,KYIV,,,"1,400",40.30%,139.0,,
Italy,UNITED ARAB EMIRATES,ABU DHABI,,,"2,082",42.40%,,,
Italy,UNITED ARAB EMIRATES,DUBAI,,,"11,353",48.90%,,,
Italy,UNITED KINGDOM,EDINBURGH,824.0,811.0,54,6.70%,13.0,0.015776699029126214,824.0
Italy,UNITED KINGDOM,LONDON,,,"18,513",95.90%,298.0,,
Italy,URUGUAY,MONTEVIDEO,24.0,24.0,9,37.50%,0.0,0.0,24.0
Italy,USA,"BOSTON, MA",,,261,21.50%,6.0,,
Italy,USA,"CHICAGO, IL",,,"1,240",96.50%,9.0,,
Italy,USA,"DETROIT, MI",,,"1,083",99.90%,8.0,,
Italy,USA,"HOUSTON, TX",,,"1,145",69.40%,21.0,,
Italy,USA,"LOS ANGELES, CA",,,443,30.00%,24.0,,
Italy,USA,"MIAMI, FL",,,"1,125",66.20%,68.0,,
Italy,USA,"NEW YORK, NY",,,415,13.00%,66.0,,
Italy,USA,"PHILADELPHIA, PA",,,"1,457",100.00%,10.0,,
Italy,USA,"SAN FRANCISCO, CA",,,"2,958",99.90%,20.0,,
Italy,USA,"WASHINGTON, DC",982.0,958.0,576,60.10%,24.0,0.024439918533604887,982.0
Italy,UZBEKISTAN,TASHKENT,,,566,20.40%,200.0,,
Italy,VENEZUELA,CARACAS,28.0,19.0,15,78.90%,9.0,0.32142857142857145,28.0
Italy,VIETNAM,HANOI,,,232,5.90%,101.0,,
Italy,VIETNAM,HO CHI MINH,,,370,7.00%,302.0,,
Italy,ZAMBIA,LUSAKA,,950.0,184,19.40%,63.0,0.06219151036525173,1013.0
Italy,ZIMBABWE,HARARE,,,773,76.50%,35.0,,
Latvia,AZERBAIJAN,BAKU,,,"1,256",39.20%,236.0,,
Latvia,BELARUS,MINSK,,,"28,195",85.60%,116.0,,
Latvia,BELARUS,VITSYEBSK,,,"18,077",71.10%,150.0,,
Latvia,CANADA,OTTAWA,39.0,39.0,26,66.70%,0.0,0.0,39.0
Latvia,CHINA,BEIJING,,,596,28.70%,64.0,,
Latvia,EGYPT,CAIRO,350.0,252.0,90,35.70%,74.0,0.22699386503067484,326.0
Latvia,FRANCE,PARIS,3.0,3.0,3,100.00%,0.0,0.0,3.0
Latvia,GEORGIA,TBILISSI,188.0,150.0,106,70.70%,35.0,0.1891891891891892,185.0
Latvia,INDIA,NEW DELHI,,991.0,186,18.80%,843.0,0.45965103598691387,1834.0
Latvia,ISRAEL,TEL AVIV,34.0,34.0,7,20.60%,0.0,0.0,34.0
Latvia,JAPAN,TOKYO,15.0,13.0,0,0,0.0,0.0,13.0
Latvia,KAZAKHSTAN,ASTANA,,,825,36.60%,134.0,,
Latvia,RUSSIAN FEDERATION,KALININGRAD,,,"5,288",76.60%,24.0,,
Latvia,RUSSIAN FEDERATION,MOSCOW,,,"48,724",86.10%,552.0,,
Latvia,RUSSIAN FEDERATION,PSKOV,,,"7,122",96.60%,7.0,,
Latvia,RUSSIAN FEDERATION,ST. PETERSBURG,,,"9,382",90.20%,93.0,,
Latvia,TURKEY,ANKARA,,,697,66.80%,110.0,,
Latvia,UKRAINE,KYIV,,,"1,972",72.90%,75.0,,
Latvia,UNITED ARAB EMIRATES,ABU DHABI,746.0,385.0,105,27.30%,348.0,0.4747612551159618,733.0
Latvia,UNITED KINGDOM,LONDON,379.0,353.0,268,75.90%,20.0,0.05361930294906166,373.0
Latvia,USA,"WASHINGTON, DC",71.0,70.0,32,45.70%,1.0,0.014084507042253521,71.0
Latvia,UZBEKISTAN,TASHKENT,,,"1,316",29.90%,492.0,,
Lithuania,ARMENIA,YEREVAN,,,"2,883",40.90%,694.0,,
Lithuania,AZERBAIJAN,BAKU,,,641,52.30%,291.0,,
Lithuania,BELARUS,GRODNO,,,"32,293",93.10%,139.0,,
Lithuania,BELARUS,MINSK,,,"1,87,755",94.00%,443.0,,
Lithuania,BRAZIL,SAO PAULO,6.0,3.0,2,66.70%,3.0,0.5,6.0
Lithuania,CANADA,OTTAWA,21.0,20.0,11,55.00%,1.0,0.047619047619047616,21.0
Lithuania,CHINA,BEIJING,,,226,14.80%,171.0,,
Lithuania,EGYPT,CAIRO,596.0,415.0,140,33.70%,169.0,0.2893835616438356,584.0
Lithuania,FRANCE,PARIS,1.0,1.0,0,0,0.0,0.0,1.0
Lithuania,GEORGIA,TBILISSI,430.0,332.0,46,13.90%,83.0,0.2,415.0
Lithuania,INDIA,NEW DELHI,,647.0,354,54.70%,345.0,0.3477822580645161,992.0
Lithuania,IRELAND,DUBLIN,164.0,154.0,69,44.80%,3.0,0.01910828025477707,157.0
Lithuania,ISRAEL,TEL AVIV,35.0,33.0,17,51.50%,1.0,0.029411764705882353,34.0
Lithuania,ITALY,ROME,15.0,8.0,8,100.00%,1.0,0.1111111111111111,9.0
Lithuania,JAPAN,TOKYO,37.0,35.0,6,17.10%,1.0,0.027777777777777776,36.0
Lithuania,KAZAKHSTAN,ALMATY,,,"4,247",43.00%,,,
Lithuania,KAZAKHSTAN,ASTANA,,,564,41.00%,21.0,,
Lithuania,LATVIA,RIGA,2.0,1.0,0,0,0.0,0.0,1.0
Lithuania,MOLDOVA,CHISINAU,9.0,8.0,3,37.50%,1.0,0.1111111111111111,9.0
Lithuania,NORWAY,OSLO,4.0,4.0,1,25.00%,0.0,0.0,4.0
Lithuania,POLAND,WARSAW,1.0,1.0,1,100.00%,0.0,0.0,1.0
Lithuania,ROMANIA,BUCHAREST,27.0,28.0,17,60.70%,1.0,0.034482758620689655,29.0
Lithuania,RUSSIAN FEDERATION,KALININGRAD,,,"20,235",80.10%,153.0,,
Lithuania,RUSSIAN FEDERATION,MOSCOW,,,"18,932",60.80%,375.0,,
